*Action(SiteID=UK|Country=GB|Currency=GBP|Version=1193),*Category,*Title,*Description,*ConditionID,PicURL,*Quantity,*Format,*StartPrice,*Duration,*Location,PostalCode,CustomLabel,Product:EAN,C:Brand,C:Colour,C:Material,C:Type,ShippingProfileName,ReturnProfileName,PaymentProfileName
Add,FILL-wall-art,"Tristan Mirror And Wood 5X7 Frame","<p>A mirror in a brown wood frame, 26cm wide, 31cm tall and 2cm deep, weighing 1.05kg. The larger of the two Tristan sizes.</p><ul><li>Dimensions: 2 x 26 x 31 cm</li><li>Material: Mirrored glass, Wood</li><li>Colour: Brown</li></ul><p>Free UK delivery. Sold by Kaiku.</p>",1000,"https://cdn.sanity.io/images/huh1e45n/production/a6d81d2e0f575635193d5cc68fdc23504d45bb03-1500x1500.jpg|https://cdn.sanity.io/images/huh1e45n/production/d3c01327568a265aa55740f2593c6258341e3858-1500x1500.jpg|https://cdn.sanity.io/images/huh1e45n/production/b9de8c40da8f16d9452908d016bc08461f7a21b1-1600x1600.jpg",1,FixedPrice,35.00,GTC,Bourne End,SL8 5NF,"KK-MIR-TRISTAN-BRN-002",5050140083789,"Kaiku","Brown","Mirrored glass","Wall Art",FILL-shipping-policy-name,FILL-return-policy-name,FILL-payment-policy-name
Add,FILL-candles-and-lanterns,"Large Frosted Eucalyptus Candle Wreath","<p>A candle wreath of artificial frosted eucalyptus foliage, 33cm across and 8cm deep, weighing 0.13kg. Sits around a standard-sized candle.</p><ul><li>Dimensions: 8 x 33 x 33 cm</li><li>Material: Plastic</li></ul><p>Free UK delivery. Sold by Kaiku.</p>",1000,"https://cdn.sanity.io/images/huh1e45n/production/71e60ff08c887d7ecd9ae9209d9f00c357532f16-1800x1800.jpg|https://cdn.sanity.io/images/huh1e45n/production/3e3148054374e4370041ee84d1d359b1ee4ad20d-1800x1800.jpg|https://cdn.sanity.io/images/huh1e45n/production/ae7f044a35fc47fa6e469f186673759463651fa0-1800x1790.jpg|https://cdn.sanity.io/images/huh1e45n/production/7c39a9b19dce1b862f08e17ef31d2fdb83232821-1800x1739.jpg|https://cdn.sanity.io/images/huh1e45n/production/c426a80f5a29c049c838edf750333255ba5aeb51-1800x1800.jpg",1,FixedPrice,24.00,GTC,Bourne End,SL8 5NF,"KK-CAND-FROSTED-001",5050140118689,"Kaiku","","Plastic","Candles And Lanterns",FILL-shipping-policy-name,FILL-return-policy-name,FILL-payment-policy-name
Add,FILL-candles-and-lanterns,"Luxe Collection Natural Glow S/ 2 Ivory LED Dinner Candles","<p>A pair of flameless LED dinner candles in ivory, 2 x 2cm and 25cm tall, 0.3kg for the set. Battery powered, with a flickering-light effect.</p><ul><li>Dimensions: 2 x 2 x 25 cm</li><li>Material: Plastic</li><li>Colour: White</li></ul><p>Free UK delivery. Sold by Kaiku.</p>",1000,"https://cdn.sanity.io/images/huh1e45n/production/45b34e00b26b29846064e2080454c2aeb76ff808-1800x1800.jpg|https://cdn.sanity.io/images/huh1e45n/production/29d022b60fa40a24e2f3592192d3684734a2d734-1800x1800.jpg|https://cdn.sanity.io/images/huh1e45n/production/16d05fc3194f3ca2ee26b767759a11c39a6359af-1800x1800.jpg",1,FixedPrice,27.00,GTC,Bourne End,SL8 5NF,"KK-CAND-LUXE-WHT-001",5050140124789,"Kaiku","White","Plastic","Candles And Lanterns",FILL-shipping-policy-name,FILL-return-policy-name,FILL-payment-policy-name
Add,FILL-vases,"Large Hammered Silver Astral Vase","<p>A ceramic vase with a hammered silver finish, 40 x 40 x 57cm and 10kg.</p><ul><li>Dimensions: 40 x 40 x 57 cm</li><li>Material: Ceramic</li><li>Colour: Silver</li></ul><p>Free UK delivery. Sold by Kaiku.</p>",1000,"https://cdn.sanity.io/images/huh1e45n/production/407adf4b6f06ce2bfb84c87723f576a89d97427d-1800x1800.jpg|https://cdn.sanity.io/images/huh1e45n/production/8ad4b208e3495f5ff92bca78d4eab4cd091d0326-1800x1800.jpg",5,FixedPrice,207.00,GTC,Bourne End,SL8 5NF,"KK-VASE-HAMMERED-001",5050140171783,"Kaiku","Silver","Ceramic","Vases",FILL-shipping-policy-name,FILL-return-policy-name,FILL-payment-policy-name
Add,FILL-vases,"Hammered Silver Astral Vase","<p>A ceramic vase with a hammered silver finish, the smaller Astral size, 39 x 39 x 38cm and 7kg.</p><ul><li>Dimensions: 39 x 39 x 38 cm</li><li>Material: Ceramic</li><li>Colour: Silver</li></ul><p>Free UK delivery. Sold by Kaiku.</p>",1000,"https://cdn.sanity.io/images/huh1e45n/production/26ca43ebe57ba782b8d06aac4edf10c2ba98b78c-1800x1800.jpg|https://cdn.sanity.io/images/huh1e45n/production/9e28adb2fa396b22b13de67c7869cb0ae894acd0-1800x1800.jpg|https://cdn.sanity.io/images/huh1e45n/production/d736a798760fe3bc2a0f3938487a595855709100-1600x1600.jpg|https://cdn.sanity.io/images/huh1e45n/production/d5e93c57cdc238ab77a014b2180b3fba987ad92c-1600x1600.jpg",5,FixedPrice,145.00,GTC,Bourne End,SL8 5NF,"KK-VASE-HAMMERED-002",5050140171882,"Kaiku","Silver","Ceramic","Vases",FILL-shipping-policy-name,FILL-return-policy-name,FILL-payment-policy-name
Add,FILL-vases,"Garda Grey Glazed Gisela Vase","<p>A tall ceramic vase in grey with a glazed finish, 17 x 17 x 57cm and 3.2kg.</p><ul><li>Dimensions: 17 x 17 x 57 cm</li><li>Material: Ceramic</li><li>Colour: Grey</li></ul><p>Free UK delivery. Sold by Kaiku.</p>",1000,"https://cdn.sanity.io/images/huh1e45n/production/d0f806aef5ba927c9f71afca7856783e5d4f39e3-1600x1600.jpg|https://cdn.sanity.io/images/huh1e45n/production/48d48f32c6e73b23f5a7c89d1e81ba1995bfb1f2-1600x1600.jpg|https://cdn.sanity.io/images/huh1e45n/production/bc0da39537eb7c2b255256cf540cf695a45c092f-1600x1600.jpg|https://cdn.sanity.io/images/huh1e45n/production/84ebd975245c265e9fdc997a4e28c1a17d7e6cda-1600x1600.jpg",5,FixedPrice,65.00,GTC,Bourne End,SL8 5NF,"KK-VASE-GARDA-GRY-001",5050140176184,"Kaiku","Grey","Ceramic","Vases",FILL-shipping-policy-name,FILL-return-policy-name,FILL-payment-policy-name
Add,FILL-vases,"Garda Emerald Glazed Liv Vase","<p>A ceramic vase in green with an emerald glazed finish, 18 x 18 x 28cm and 1.5kg.</p><ul><li>Dimensions: 18 x 18 x 28 cm</li><li>Material: Ceramic</li><li>Colour: Green</li></ul><p>Free UK delivery. Sold by Kaiku.</p>",1000,"https://cdn.sanity.io/images/huh1e45n/production/ab38647537b4784bc2858481306d37bd126584f8-1800x1800.jpg|https://cdn.sanity.io/images/huh1e45n/production/14f140a56b13869636e6cfda1dcf16bfa95d48e9-1800x1800.jpg|https://cdn.sanity.io/images/huh1e45n/production/5cdf4220c3c2ca99d8d4c8d00493ceda196adcea-1800x1800.jpg",5,FixedPrice,40.00,GTC,Bourne End,SL8 5NF,"KK-VASE-GARDA-GRN-001",5050140176689,"Kaiku","Green","Ceramic","Vases",FILL-shipping-policy-name,FILL-return-policy-name,FILL-payment-policy-name
Add,FILL-vases,"Garda Grey Glazed Chive Vase","<p>A cube-shaped ceramic vase in grey with a glazed finish, 23 x 23 x 23cm and 1.6kg.</p><ul><li>Dimensions: 23 x 23 x 23 cm</li><li>Material: Ceramic</li><li>Colour: Grey</li></ul><p>Free UK delivery. Sold by Kaiku.</p>",1000,"https://cdn.sanity.io/images/huh1e45n/production/755d37c8f9f6a993b64afb8fa7c50f8be50c453c-1800x1800.jpg|https://cdn.sanity.io/images/huh1e45n/production/2d45bf7b12bce4f7f96fc4073e83b356ca78ce04-1800x1800.jpg",5,FixedPrice,54.00,GTC,Bourne End,SL8 5NF,"KK-VASE-GARDA-GRY-002",5050140176788,"Kaiku","Grey","Ceramic","Vases",FILL-shipping-policy-name,FILL-return-policy-name,FILL-payment-policy-name
Add,FILL-vases,"Garda Grey Glazed Juniper Vase","<p>A ceramic vase in grey with a glazed finish, 37 x 37 x 37cm and 13kg.</p><ul><li>Dimensions: 37 x 37 x 37 cm</li><li>Material: Ceramic</li><li>Colour: Grey</li></ul><p>Free UK delivery. Sold by Kaiku.</p>",1000,"https://cdn.sanity.io/images/huh1e45n/production/381d671171fd13b0b856378ffd29c16976ba18d4-1800x1800.jpg",5,FixedPrice,149.00,GTC,Bourne End,SL8 5NF,"KK-VASE-GARDA-GRY-003",5050140177280,"Kaiku","Grey","Ceramic","Vases",FILL-shipping-policy-name,FILL-return-policy-name,FILL-payment-policy-name
Add,FILL-vases,"Garda Grey Glazed Tiber Vase","<p>A ceramic vase in grey with a glazed finish, 29 x 29 x 28cm and 7kg.</p><ul><li>Dimensions: 29 x 29 x 28 cm</li><li>Material: Ceramic</li><li>Colour: Grey</li></ul><p>Free UK delivery. Sold by Kaiku.</p>",1000,"https://cdn.sanity.io/images/huh1e45n/production/e5ed6977b3869c81a0b453778ff9c2255f64847f-1800x1800.jpg|https://cdn.sanity.io/images/huh1e45n/production/fb73161c477a878fb72e0fee5212cde7021b0a1d-1800x1800.jpg",5,FixedPrice,83.00,GTC,Bourne End,SL8 5NF,"KK-VASE-GARDA-GRY-004",5050140177587,"Kaiku","Grey","Ceramic","Vases",FILL-shipping-policy-name,FILL-return-policy-name,FILL-payment-policy-name
Add,FILL-candles-and-lanterns,"Sona Large Hurricane Lantern With Lid","<p>A ceramic and glass hurricane lantern with a lid, in white, 21 x 21 x 50cm and 2.7kg.</p><ul><li>Dimensions: 21 x 21 x 50 cm</li><li>Material: Ceramic, Glass</li><li>Colour: White</li></ul><p>Free UK delivery. Sold by Kaiku.</p>",1000,"https://cdn.sanity.io/images/huh1e45n/production/b20146136be09417222d7832a8976d2f67698a40-1600x1600.jpg|https://cdn.sanity.io/images/huh1e45n/production/d99258deee893832458d319b29ad1ec898cfb69e-1600x1600.jpg|https://cdn.sanity.io/images/huh1e45n/production/02826691a0262c7cf48a58ff1baf3a43c07bdc81-1600x1600.jpg|https://cdn.sanity.io/images/huh1e45n/production/cacbf6c22b64d52a88d9f9e2a3a97470ca5245fa-1600x1600.jpg|https://cdn.sanity.io/images/huh1e45n/production/95e998c0c8c24fbd4e058e4f489e9cb1d2e9f362-1600x1600.jpg",5,FixedPrice,62.00,GTC,Bourne End,SL8 5NF,"KK-CAND-SONA-WHT-001",5050140447987,"Kaiku","White","Ceramic","Candles And Lanterns",FILL-shipping-policy-name,FILL-return-policy-name,FILL-payment-policy-name
Add,FILL-candles-and-lanterns,"Rhea Large Lighthouse Tealight Holder","<p>A ceramic lighthouse-shaped tealight holder in white, 11 x 11 x 28cm and 0.8kg.</p><ul><li>Dimensions: 11 x 11 x 28 cm</li><li>Material: Ceramic</li><li>Colour: White</li></ul><p>Free UK delivery. Sold by Kaiku.</p>",1000,"https://cdn.sanity.io/images/huh1e45n/production/4fb02cfccd6564066eeaccab17cd75da851833fe-1600x1600.jpg|https://cdn.sanity.io/images/huh1e45n/production/7b63ada72c7ef514f0ce4c3846701e0512e99c32-1600x1600.jpg|https://cdn.sanity.io/images/huh1e45n/production/03d85f4fcc8c7710b20cd97d301b3fb1f2f5d894-1600x1600.jpg|https://cdn.sanity.io/images/huh1e45n/production/3e60e4b8584aaa0a43f4a5244cf03eb28b3451fe-1600x1600.jpg",1,FixedPrice,33.00,GTC,Bourne End,SL8 5NF,"KK-CAND-RHEA-WHT-001",5050140448083,"Kaiku","White","Ceramic","Candles And Lanterns",FILL-shipping-policy-name,FILL-return-policy-name,FILL-payment-policy-name
Add,FILL-coffee-tables,"Abberley Coffee Table in Brown","<p>A brown coffee table in solid oak and oak veneer with a tempered glass top and an open shelf underneath. 110 x 50 x 40cm (W x D x H) and 25kg, with the legs to attach on arrival.</p><ul><li>Dimensions: 110 x 50 x 40 cm</li><li>Material: Glass, Oak</li><li>Colour: Brown, White, Natural, Neutral, Oak</li></ul><p>Free UK delivery. Sold by Kaiku.</p>",1000,"https://cdn.sanity.io/images/huh1e45n/production/dde3085d9c3175534c83732ec8b9e837e6784276-1200x1200.jpg|https://cdn.sanity.io/images/huh1e45n/production/dc069c437b4b8dc703f7739682b4fa4861aa37b0-1200x1200.jpg|https://cdn.sanity.io/images/huh1e45n/production/0301e42e9c127e53e2b7dfb80d0db1526293de73-1200x1200.jpg|https://cdn.sanity.io/images/huh1e45n/production/00d20c631f3490b809a0c0db8f102cd2e9242bfa-1254x1254.png|https://cdn.sanity.io/images/huh1e45n/production/1abe4d062da5eeed4432628e851eef5d9d3700e3-1200x1200.jpg",1,FixedPrice,567.00,GTC,Bourne End,SL8 5NF,"KK-CT-ABB-BRN-001",,"Kaiku","Brown","Glass","Coffee Tables",FILL-shipping-policy-name,FILL-return-policy-name,FILL-payment-policy-name
Add,FILL-coffee-tables,"Bentley Coffee Table in Oak","<p>A square coffee table in grey aged oak and oak veneer on a crossed-leg metal base, with three removable trays set into the top. 120 x 120 x 45cm and 22kg.</p><ul><li>Dimensions: 120 x 120 x 45 cm</li><li>Material: Oak, Metal</li><li>Colour: Oak, Natural</li></ul><p>Free UK delivery. Sold by Kaiku.</p>",1000,"https://cdn.sanity.io/images/huh1e45n/production/db68f2e386cf8de1305784aaf9ec3c5bcfa427f2-1200x1200.jpg|https://cdn.sanity.io/images/huh1e45n/production/d9480e49be5a2a61cc0df76b73cc65ff66bfc62d-1200x1200.jpg|https://cdn.sanity.io/images/huh1e45n/production/1d738150a260049b114ef287efd5d3f6e18a662d-1200x1200.jpg|https://cdn.sanity.io/images/huh1e45n/production/b5fd0c0f8fdf7afaa4951d23432dace5125c36aa-2000x2000.jpg",1,FixedPrice,1018.00,GTC,Bourne End,SL8 5NF,"KK-CT-BEN-OAK-001",,"Kaiku","Oak","Oak","Coffee Tables",FILL-shipping-policy-name,FILL-return-policy-name,FILL-payment-policy-name
Add,FILL-coffee-tables,"Crofton White Marble Coffee Table","<p>A round coffee table with a white marble-effect recycled glass top on a gold-painted steel frame. 100cm across, 37cm tall and 16kg, delivered fully assembled.</p><ul><li>Dimensions: 100 x 100 x 37 cm</li><li>Material: Steel, Glass, Metal</li><li>Colour: White, Gold, Natural</li></ul><p>Free UK delivery. Sold by Kaiku.</p>",1000,"https://cdn.sanity.io/images/huh1e45n/production/6f84a76ce078cb532b50ddc4dd5f00f251202412-617x617.png|https://cdn.sanity.io/images/huh1e45n/production/263a9bbdff8e02aa025e42da8233ffdbc75d4379-1200x1200.jpg|https://cdn.sanity.io/images/huh1e45n/production/263a9bbdff8e02aa025e42da8233ffdbc75d4379-1200x1200.jpg|https://cdn.sanity.io/images/huh1e45n/production/a8c06138d950750c5ca1040f64844f2a54eb9fca-1200x1200.jpg",1,FixedPrice,453.00,GTC,Bourne End,SL8 5NF,"KK-CT-CRO-WHT-001",,"Kaiku","White","Steel","Coffee Tables",FILL-shipping-policy-name,FILL-return-policy-name,FILL-payment-policy-name
Add,FILL-coffee-tables,"Elmley Coffee Table in Ivory","<p>A rectangular coffee table with a clear glass top, an ivory faux shagreen base and an antique-style brass surround. 120 x 80 x 35.5cm and 19kg.</p><ul><li>Dimensions: 120 x 80 x 35.5 cm</li><li>Material: Faux shagreen, Metal</li><li>Colour: Ivory, Grey</li></ul><p>Free UK delivery. Sold by Kaiku.</p>",1000,"https://cdn.sanity.io/images/huh1e45n/production/43ee390ef78759e93d4ac17d90e35d3027733c01-1200x1200.jpg|https://cdn.sanity.io/images/huh1e45n/production/23aaeb70e0a579ee82ccb9245693cd9a485dec4e-1200x1200.jpg|https://cdn.sanity.io/images/huh1e45n/production/f40223a06df2e6368de6c5c72fbf24a1b036f0dc-1200x1200.jpg|https://cdn.sanity.io/images/huh1e45n/production/24095a0b399f0d49bafaa630eeea616af0d62a7a-1200x1200.jpg|https://cdn.sanity.io/images/huh1e45n/production/7849df6165cb9e432bf4714db250a17a5f4c8488-1200x1200.jpg",1,FixedPrice,911.00,GTC,Bourne End,SL8 5NF,"KK-CT-ELM-IVY-001",,"Kaiku","Ivory","Faux shagreen","Coffee Tables",FILL-shipping-policy-name,FILL-return-policy-name,FILL-payment-policy-name
Add,FILL-coffee-tables,"Overbury Coffee Table in Chocolate Brown","<p>A rectangular coffee table with a chocolate brown wood-veneer top, a brushed gold seam across it and a geometric gold-painted steel base. 110 x 80 x 38cm and 25kg.</p><ul><li>Dimensions: 110 x 80 x 38 cm</li><li>Material: MDF, Wood, Steel</li><li>Colour: Brown, Gold, Natural</li></ul><p>Free UK delivery. Sold by Kaiku.</p>",1000,"https://cdn.sanity.io/images/huh1e45n/production/7cc6ea34b065b7e71fd71099c09bb95525d8a401-1200x800.jpg|https://cdn.sanity.io/images/huh1e45n/production/17cfaac8cacd218e428ea55da8ee9ff11b0608bf-1200x800.jpg|https://cdn.sanity.io/images/huh1e45n/production/541bc075b2564409dfae7f8871f6bd4a692cbcda-1200x800.jpg|https://cdn.sanity.io/images/huh1e45n/production/828788273ac842783634fd2048910d4dcb7b0a24-1200x1200.jpg",1,FixedPrice,396.00,GTC,Bourne End,SL8 5NF,"KK-CT-OVB-BRN-001",,"Kaiku","Brown","MDF","Coffee Tables",FILL-shipping-policy-name,FILL-return-policy-name,FILL-payment-policy-name
